syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(9.323829258970385, 0.0390173454839025)","(17.58134074287919, 2.8495619613187104)","(3.7499919161756012, 2.3595495077389903)","(2.800550462562478, 0.4536312593818443)","(3.446712245907816, 0.09901318957032444)","(1.3533113225916336, 0.21902356927836752)"
L1PrefireUp,"(9.304125295208625, 0.03893499221524826)",-,-,"(2.794304350529187, 0.45266579073471447)","(3.4391332830501864, 0.09879644204386963)","(1.350663699173526, 0.21848489051229023)"
L1PrefireDown,"(9.342463451755505, 0.03909525191710239)",-,-,"(2.8065780320781677, 0.4545708236027029)","(3.453970425132907, 0.099220687789741)","(1.3557709307108734, 0.21951890182699715)"
PileupReweightUp,"(9.254424797378606, 0.03988741921971966)",-,-,"(2.9612654244787935, 0.4856375436347163)","(3.417357189307302, 0.1016890688043649)","(1.3832333671076031, 0.22335668051730798)"
PileupReweightDown,"(9.38663974381781, 0.03949909678480574)",-,-,"(2.617539413656402, 0.4398667340685219)","(3.4706923824897973, 0.10019049840646474)","(1.310056670572333, 0.21282361321955925)"
MuonIDSFUp,"(9.622548941227558, 0.04027389989731387)",-,-,"(2.8735600097081404, 0.4653809785534345)","(3.539430341551824, 0.10167004660870209)","(1.3886567407543247, 0.22422535210370506)"
MuonIDSFDown,"(9.031204309470636, 0.03779946924262354)",-,-,"(2.7288160797788756, 0.4421462179127066)","(3.355533337552001, 0.09642570106398936)","(1.318480768681947, 0.2139447239378592)"
DblMuTrigSFUp,"(9.325132734535869, 0.03902276645044465)",-,-,"(2.8009398524768825, 0.4536897075433382)","(3.447202022385168, 0.09902682952312761)","(1.3534610907708364, 0.21905265583539332)"
DblMuTrigSFDown,"(9.322513327882003, 0.03901187345418149)",-,-,"(2.800157304423398, 0.45357227934394556)","(3.4462176016944874, 0.09899941679684682)","(1.3531607030065582, 0.21899398883168533)"
JetResUp,"(9.33082759300442, 0.03905047869398702)",-,-,"(3.00715262259026, 0.4435197636306521)","(3.432847457079797, 0.09897669468116682)","(1.3599779761224229, 0.21794532991844548)"
JetResDown,"(9.325961801659622, 0.03903244239801859)",-,-,"(2.6752934593663076, 0.4426118744271551)","(3.441055570221856, 0.09910605249067642)","(1.3472144371331343, 0.21900064213138912)"
JetEnUp,"(9.398276584102867, 0.039198021787471685)",-,-,"(2.9811687087892715, 0.4714486363340053)","(3.452585965002074, 0.09926208028109686)","(1.3799647366289496, 0.2191857918496851)"
JetEnDown,"(9.252120400273487, 0.03884409933126081)",-,-,"(2.526766943391181, 0.43807657480466816)","(3.4200709443137254, 0.09873670207134891)","(1.3107788174121617, 0.21879836931869903)"
MuonEnUp,"(9.32999744911108, 0.03902777180323608)",-,-,"(2.7896923670901943, 0.45319958423742557)","(3.4309861808991147, 0.09910274533258343)","(1.3372838481359814, 0.21896457104906142)"
MuonEnDown,"(9.319255953962722, 0.03901356537194584)",-,-,"(2.8005098929384142, 0.4532869991638147)","(3.444079331874153, 0.09917839039122392)","(1.3409332187993594, 0.21873683275149478)"
NonpromptUp,-,"(31.847346584265765, 4.884524476257965)",-,-,-,-
NonpromptDown,-,"(9.715962185215817, 2.6950334135399925)",-,-,-,-
ConversionUp,-,-,"(6.681632119215879, 4.31011739141166)",-,-,-
ConversionDown,-,-,"(0.8183517131353222, 0.4241636439269553)",-,-,-
